zone	site	ID	tag	species	stem	censinyr	growinyr	deathyr	censoryr	postX	postY	localX	localY	x	y	UTMx	UTMy	elev	diam2000	diam2002	diam2003	diam2004	diam2006	diam2009	diam2010	diam2011	fork2006	sex2001	sex2002	sex2004	sex2005	sex2006	sex2007	sex2009	sex2010	sex2011	sex2013	canopy2009	canopy2010	canopy2011	ecd1	ecd2	canarea2013	subplot	damage	damage2009	damage2010	damage2011	DamMatch	coreYr	coreYr2	coreYr3
2	BW	1574	NA	unknUNKN	NA	2000	NA	2002	NA	-110	-80	4	7	-106	-73	671853.0693	3983858.97	170.688	10	10	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	1476	105	cornFlor	NA	2000	NA	2002	NA	-100	-80	4	8.7	-96	-71.3	671862.7311	3983862.059	170.688	3.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	ND	NA	NA	NA	0	NA	NA	NA
2	BW	1484	112	cornFlor	NA	2000	NA	2002	NA	-100	-80	6.7	0.3	-93.3	-79.7	671866.585	3983854.122	171.6024	2.8	2.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	ND	NA	NA	NA	0	NA	NA	NA
2	BW	2352	75	cornFlor	NA	2000	NA	2002	NA	-90	-80	2.5	1.6	-87.5	-78.4	671872.1447	3983856.224	171.6024	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	2279	12	cornFlor	NA	2000	NA	2002	NA	-80	-80	0.8	7	-79.2	-73	671879.6033	3983862.737	171.6024	2.5	2.5	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4789	916	unknUNKN	NA	2000	NA	2002	NA	-50	-80	8.1	2.2	-41.9	-77.8	671917.2076	3983863.228	174.0408	9.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4711	847	acerRubr	NA	2000	NA	2002	NA	-40	-80	8.5	9.5	-31.5	-70.5	671926.4783	3983871.917	174.6504	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	6058	776	nyssSylv	NA	2000	NA	2002	NA	-30	-80	7.2	2	-22.8	-78	671936.1461	3983865.715	175.5648	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B	D	NA	NA	NA	0	NA	NA	NA
2	BW	6030	752	cornFlor	3	2000	NA	2002	NA	-20	-80	4.2	0.5	-15.8	-79.5	671943.2875	3983865.213	175.8696	2.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	6040	760	cornFlor	3	2000	NA	2002	NA	-20	-80	9.3	6	-10.7	-74	671947.5637	3983871.376	175.5648	2.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B	ND	NA	NA	NA	0	NA	NA	NA
2	BW	6042	761	acerRubr	2	2000	NA	2002	NA	-20	-80	7.7	7.5	-12.3	-72.5	671945.7688	3983872.636	175.5648	5.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	1578	201	juniVirg	NA	2000	NA	2002	NA	-110	-70	3.8	0.2	-106.2	-69.8	671852.4215	3983862.11	170.0784	4.5	4.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	D	NA	NA	NA	0	NA	NA	NA
2	BW	1237	355	cornFlor	NA	2000	NA	2002	NA	-110	-70	2	9.5	-108	-60.5	671849.3322	3983871.065	169.164	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	2066	540	cornFlor	NA	2000	NA	2002	NA	-100	-70	8.8	9.8	-91.2	-60.2	671865.9232	3983873.723	169.7736	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	2054	529	cornFlor	1	2000	NA	2002	NA	-90	-70	0.5	5.5	-89.5	-64.5	671868.2107	3983869.705	170.3832	10.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	2055	529	cornFlor	2	2000	NA	2002	NA	-90	-70	1.5	5.5	-88.5	-64.5	671869.2008	3983869.846	170.3832	5.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	2858	620	cornFlor	1	2000	NA	2002	NA	-80	-70	0.3	2.4	-79.7	-67.6	671878.3492	3983868.013	170.9928	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4161	736	cornFlor	NA	2000	NA	2002	NA	-60	-70	3.8	8.2	-56.2	-61.8	671900.8006	3983877.059	172.212	4.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4125	701	cornFlor	NA	2000	NA	2002	NA	-50	-70	2	7	-48	-63	671909.0879	3983877.024	172.8216	5.5	NA	NA	NA	3	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B	ND	NA	NA	NA	0	NA	NA	NA
2	BW	5428	882	querRubr	NA	2000	NA	2002	NA	-40	-70	3.5	8.8	-36.5	-61.2	671920.2207	3983880.422	173.1264	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	745	327	liquStyr	NA	2000	NA	2002	NA	-150	-60	8	5.5	-142	-54.5	671814.8264	3983872.226	167.3352	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	A	ND	NA	NA	NA	0	NA	NA	NA
2	BW	621	212	acerRubr	NA	2000	NA	2002	NA	-130	-60	4.5	2	-125.5	-58	671831.6545	3983871.08	168.2496	3.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	1314	426	chioVirg	NA	2000	NA	2002	NA	-120	-60	4	6	-116	-54	671840.4979	3983876.376	168.5544	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	1341	453	cornFlor	NA	2000	NA	2002	NA	-110	-60	7.2	3.5	-102.8	-56.5	671853.9183	3983875.756	169.164	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	2011	488	chioVirg	2	2000	NA	2002	NA	-90	-60	4.5	7.3	-85.5	-52.7	671870.5124	3983881.95	169.7736	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	2034	510	cornFlor	NA	2000	NA	2002	NA	-90	-60	5.5	0.6	-84.5	-59.4	671872.4442	3983875.457	170.0784	6.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	2867	628	liriTuli	NA	2000	NA	2002	NA	-80	-60	1.5	0.2	-78.5	-59.8	671878.4409	3983875.905	170.688	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B	ND	NA	NA	NA	0	NA	NA	NA
2	BW	2877	638	cornFlor	NA	2000	NA	2002	NA	-80	-60	2.7	8.9	-77.3	-51.1	671878.4061	3983884.687	170.0784	4.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B	ND	NA	NA	NA	0	NA	NA	NA
2	BW	2831	596	cornFlor	NA	2000	NA	2002	NA	-60	-60	0.3	7.8	-59.7	-52.2	671895.986	3983886.072	170.688	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	D	NA	NA	NA	0	NA	NA	NA
2	BW	4166	741	cornFlor	NA	2000	NA	2002	NA	-60	-60	2	2.3	-58	-57.7	671898.4422	3983880.865	171.2976	5.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4176	751	acerRubr	1	2000	NA	2002	NA	-60	-60	4	6.1	-56	-53.9	671899.8882	3983884.909	170.688	1.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B	D	NA	NA	NA	0	NA	NA	NA
2	BW	4178	753	cornFlor	NA	2000	NA	2002	NA	-60	-60	7	8	-53	-52	671902.5914	3983887.212	171.2976	3.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4068	646	cornFlor	NA	2000	NA	2002	NA	-50	-60	1.9	1.8	-48.1	-58.2	671908.3142	3983881.762	172.212	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B	D	NA	NA	NA	0	NA	NA	NA
2	BW	4084	661	cornFlor	NA	2000	NA	2002	NA	-50	-60	1	9.8	-49	-50.2	671906.2986	3983889.556	171.2976	5.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4090	667	cornFlor	1	2000	NA	2002	NA	-50	-60	5.6	5.7	-44.4	-54.3	671911.4293	3983886.143	171.9072	4.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4091	667	cornFlor	2	2000	NA	2002	NA	-50	-60	5.6	5.7	-44.4	-54.3	671911.4293	3983886.143	171.9072	4.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4093	669	cornFlor	NA	2000	NA	2002	NA	-50	-60	7.5	7.5	-42.5	-52.5	671913.0574	3983888.192	171.9072	1.4	1.5	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4119	695	querAlba	NA	2000	NA	2002	NA	-50	-60	3.8	0.9	-46.2	-59.1	671910.3218	3983881.138	172.212	13	12.4	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	D	NA	NA	NA	0	NA	NA	NA
2	BW	4120	696	cornFlor	NA	2000	NA	2002	NA	-50	-60	2.7	0.5	-47.3	-59.5	671909.289	3983880.587	172.212	2.4	2.3	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	5441	895	prunSero	NA	2000	NA	2002	NA	-40	-60	3.9	3.5	-36.1	-56.5	671919.9561	3983885.132	172.5168	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	5448	901	cornFlor	2	2000	NA	2002	NA	-40	-60	2.5	7.8	-37.5	-52.2	671917.9656	3983889.192	172.212	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	5458	911	cornFlor	NA	2000	NA	2002	NA	-40	-60	7	6.2	-33	-53.8	671922.6458	3983888.241	172.5168	2.9	3	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	5299	757	querRubr	NA	2000	NA	2002	NA	-30	-60	1.8	1.1	-28.2	-58.9	671928.115	3983883.866	173.736	27.5	27.5	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	B	ND	NA	NA	NA	0	NA	NA	NA
2	BW	896	440	liquStyr	2	2000	NA	2002	NA	-140	-50	9	2	-131	-48	671824.8035	3983880.208	167.0304	1.5	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	179	518	cornFlor	NA	2000	NA	2002	NA	-140	-50	0.5	6	-139.5	-44	671815.8256	3983882.974	166.7256	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	848	398	cornFlor	1	2000	NA	2002	NA	-120	-50	8.2	7.8	-111.8	-42.2	671842.9976	3983888.649	167.3352	3.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	849	398	cornFlor	2	2000	NA	2002	NA	-120	-50	8.2	7.8	-111.8	-42.2	671842.9976	3983888.649	167.3352	2.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	855	402	liquStyr	NA	2000	NA	2002	NA	-120	-50	8.2	1	-111.8	-49	671843.9534	3983881.917	167.9448	3.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	D	NA	NA	NA	0	NA	NA	NA
2	BW	2415	218	cornFlor	NA	2000	NA	2002	NA	-80	-50	0.4	2	-79.6	-48	671875.6932	3983887.433	169.164	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	3415	139	caryUNKN	NA	2000	NA	2002	NA	-70	-50	7.1	9.5	-62.9	-40.5	671891.1732	3983897.206	169.164	3.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	3423	147	querAlba	NA	2000	NA	2002	NA	-70	-50	2	2.5	-68	-47.5	671887.1078	3983889.558	170.0784	11.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	3426	150	cornFlor	1	2000	NA	2002	NA	-70	-50	4.7	5.8	-65.3	-44.2	671889.3171	3983893.205	169.7736	4.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	3427	150	cornFlor	2	2000	NA	2002	NA	-70	-50	4.7	5.8	-65.3	-44.2	671889.3171	3983893.205	169.7736	3.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	3390	115	acerRubr	NA	2000	NA	2002	NA	-60	-50	7.4	4	-52.6	-46	671902.144	3983893.208	170.688	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	n	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	3393	118	chioVirg	NA	2000	NA	2002	NA	-60	-50	6	1.6	-54	-48.4	671901.0953	3983890.635	171.2976	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4795	5	cornFlor	NA	2000	NA	2002	NA	-50	-50	5.8	3.1	-44.2	-46.9	671910.5871	3983893.498	171.2976	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4808	18	cornFlor	NA	2000	NA	2002	NA	-50	-50	3.1	2.2	-46.9	-47.8	671908.0404	3983892.227	171.2976	1.7	1.7	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4810	20	cornFlor	NA	2000	NA	2002	NA	-50	-50	2.8	1.8	-47.2	-48.2	671907.7996	3983891.789	171.2976	1.8	1.75	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	D	NA	NA	NA	0	NA	NA	NA
2	BW	4817	27	prunSero	NA	2000	NA	2002	NA	-50	-50	1.5	3	-48.5	-47	671906.3439	3983892.794	170.688	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4823	33	cornFlor	NA	2000	NA	2002	NA	-50	-50	3	3.8	-47	-46.2	671907.7165	3983893.797	171.2976	3.9	4.05	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4829	39	querRubr	NA	2000	NA	2002	NA	-50	-50	5	6.5	-45	-43.5	671909.3172	3983896.752	171.2976	34.4	33.85	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
3	BW	7054	194	acerRubr	NA	2000	NA	2002	NA	0	-50	9.5	3.5	9.5	-46.5	671963.5556	3983901.505	173.4312	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
3	BW	8078	251	cornFlor	NA	2000	NA	2002	NA	20	-50	9.7	6	29.7	-44	671983.1049	3983907.172	173.1264	2.2	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	137	477	cornFlor	NA	2000	NA	2002	NA	-140	-40	5.5	9	-134.5	-31	671818.9487	3983896.547	165.5064	4.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	139	479	cornFlor	NA	2000	NA	2002	NA	-140	-40	7.5	8	-132.5	-32	671821.0694	3983895.838	165.5064	4.6	4.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	845	395	cornFlor	2	2000	NA	2002	NA	-120	-40	7.9	0.4	-112.1	-39.6	671842.3351	3983891.181	166.7256	6.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	2009	NA	NA
2	BW	2458	260	querRubr	NA	2000	NA	2002	NA	-90	-40	2.5	3.2	-87.5	-36.8	671866.2973	3983897.411	167.64	20.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	52	NA	NA	NA
2	BW	2470	272	cornFlor	NA	2000	NA	2002	NA	-90	-40	9.4	3.5	-80.6	-36.5	671873.0867	3983898.678	168.2496	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	2475	277	cornFlor	NA	2000	NA	2002	NA	-90	-40	7.4	1.5	-82.6	-38.5	671871.3877	3983896.417	168.5544	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	2479	280	querAlba	NA	2000	NA	2002	NA	-90	-40	6.5	3.5	-83.5	-36.5	671870.2155	3983898.271	167.64	38.4	NA	NA	NA	NA	NA	NA	NA	NA	r	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	57	NA	NA	NA
2	BW	2374	178	cornFlor	NA	2000	NA	2002	NA	-80	-40	0.2	1.1	-79.8	-38.9	671874.2161	3983896.414	168.5544	4	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	2380	184	cornFlor	NA	2000	NA	2002	NA	-80	-40	0.5	7.5	-79.5	-32.5	671873.6135	3983902.793	168.2496	8.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	2395	199	cornFlor	NA	2000	NA	2002	NA	-80	-40	7	1.9	-73	-38.1	671880.8361	3983898.162	168.5544	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	3442	165	nyssSylv	NA	2000	NA	2002	NA	-70	-40	1.1	9.3	-68.9	-30.7	671883.8553	3983906.065	168.2496	1.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	3446	168	cornFlor	2	2000	NA	2002	NA	-70	-40	4.9	6	-65.1	-34	671888.0814	3983903.332	168.2496	4.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	3447	168	cornFlor	3	2000	NA	2002	NA	-70	-40	4.9	6	-65.1	-34	671888.0814	3983903.332	168.2496	5.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	3449	170	cornFlor	NA	2000	NA	2002	NA	-70	-40	5.1	4.2	-64.9	-35.8	671888.5324	3983901.578	168.8592	5.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	3351	81	caryUNKN	NA	2000	NA	2002	NA	-60	-40	2.8	1.8	-57.2	-38.2	671896.4933	3983900.284	169.7736	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	3353	83	juniVirg	NA	2000	NA	2002	NA	-60	-40	3.8	1.9	-56.2	-38.1	671897.4693	3983900.524	169.7736	9	8.9	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
2	BW	4876	922	cornFlor	NA	2000	NA	2002	NA	-40	-40	0	7	-40	-33	671912.7916	3983907.85	169.7736	5.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	un	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	O	ND	NA	NA	NA	0	NA	NA	NA
3	BW	7131	236	cornFlor	NA	2000	NA	2002	NA	-20	-40	7.5	3	-12.5	-37	671940.3289	3983907.402	171.2976	0.9	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	D	ND	NA	NA	NA	0	NA	NA	NA
