zone	site	ID	tag	species	stem	censinyr	growinyr	deathyr	censoryr	postX	postY	localX	localY	x	y	UTMx	UTMy	elev	diam2000	diam2002	diam2003	diam2004	diam2006	diam2009	diam2010	diam2011	fork2006	sex2001	sex2002	sex2004	sex2005	sex2006	sex2007	sex2009	sex2010	sex2011	sex2013	canopy2009	canopy2010	canopy2011	ecd1	ecd2	canarea2013	subplot	damage	damage2009	damage2010	damage2011	DamMatch	coreYr	coreYr2	coreYr3
1	BW	7907	865	acerRubr	NA	2000	NA	NA	NA	0	-200	8.9	0.6	8.9	-199.4	671984.5955	3983749.976	185.3184	1.4	1.5	NA	1.5	1.72	1.78	NA	NA	NA	NA	un	un	n	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	NA	O	ND	ND	NA	NA	0	NA	NA	NA
1	BW	10233	327	acerRubr	1	NA	2009	NA	NA	10	-200	9	8	19	-192	671993.5551	3983758.722	185.6232	NA	NA	NA	NA	NA	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	NA	O	ND	ND	NA	NA	NA	NA	NA	NA
1	BW	10234	327	acerRubr	2	NA	2009	NA	NA	10	-200	9	8	19	-192	671993.5551	3983758.722	185.6232	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	NA	O	ND	ND	NA	NA	NA	NA	NA	NA
1	BW	7905	864	querRubr	1	2000	NA	NA	NA	10	-200	0	2	10	-198	671985.4878	3983751.516	185.3184	27.4	27.9	NA	28.7	29.6	30.55	NA	NA	NA	r	un	un	NA	NA	NA	un	NA	NA	NA	2	NA	NA	NA	NA	NA	O	D	ND	NA	NA	0	2004	NA	NA
1	BW	7906	864	querRubr	2	2000	NA	NA	NA	10	-200	0	2	10	-198	671985.4878	3983751.516	185.3184	29.1	29.5	NA	30.2	31.6	32.57	NA	NA	NA	r	un	un	NA	NA	NA	un	NA	NA	NA	2	NA	NA	NA	NA	NA	E	ND	ND	NA	NA	0	2004	NA	NA
1	BW	7908	866	querAlba	NA	2000	NA	NA	NA	10	-200	1.3	1.8	11.3	-198.2	671986.803	3983751.501	185.928	18.4	18.7	NA	18.7	18.9	18.79	NA	NA	NA	r	un	un	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	NA	O	D	ND	NA	NA	0	2004	NA	NA
1	BW	7909	867	querAlba	NA	2000	NA	NA	NA	10	-200	3	2.2	13	-197.8	671988.4299	3983752.136	185.928	14.5	14.5	NA	14.6	15.1	15.19	NA	NA	NA	un	un	un	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	NA	E	ND	ND	NA	NA	0	2004	NA	NA
1	BW	7911	869	juniVirg	NA	2000	NA	NA	NA	10	-200	0.4	7	10.4	-193	671985.181	3983756.523	185.3184	4.4	4.6	NA	4.5	4.6	4.52	NA	NA	NA	NA	un	un	NA	NA	NA	un	NA	NA	NA	1	NA	NA	NA	NA	NA	O	ND	L	NA	NA	0	NA	NA	NA
1	BW	7912	870	juniVirg	NA	2000	NA	NA	NA	10	-200	1.8	8.6	11.8	-191.4	671986.3422	3983758.304	185.6232	4.2	4.5	NA	4.8	5.4	6.25	NA	NA	NA	NA	un	un	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	NA	O	ND	ND	NA	NA	0	2009	NA	NA
1	BW	7913	871	caryTome	NA	2000	NA	NA	NA	10	-200	2.5	8.4	12.5	-191.6	671987.0634	3983758.204	185.6232	22.3	22.4	NA	22.9	23.3	23.93	NA	NA	NA	r	un	un	un	NA	NA	un	NA	NA	NA	2	NA	NA	NA	NA	NA	O	ND	ND	NA	NA	0	2004	2009	NA
1	BW	7917	875	acerRubr	1	2000	NA	NA	NA	20	-200	3	6.9	23	-193.1	671997.67	3983758.195	185.6232	9.1	9.6	NA	10.3	11	11.56	NA	NA	NA	NA	f	un	r	NA	NA	r	NA	NA	NA	0	NA	NA	NA	NA	NA	O	ND	ND	NA	NA	0	NA	NA	NA
1	BW	10235	875	acerRubr	2	NA	2009	NA	NA	20	-200	3	6.9	23	-193.1	671997.67	3983758.195	185.6232	NA	NA	NA	NA	NA	1.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	NA	O	ND	ND	NA	NA	NA	NA	NA	NA
1	BW	7918	876	acerRubr	NA	2000	NA	NA	NA	20	-200	5	6	25	-194	671999.7766	3983757.585	185.928	2.1	2.3	NA	2.4	2.76	3	NA	NA	NA	NA	un	un	n	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	NA	O	ND	ND	NA	NA	0	NA	NA	NA
1	BW	7919	877	querAlba	NA	2000	NA	NA	NA	20	-200	6.7	5.5	26.7	-194.5	672001.53	3983757.329	185.928	46.6	47.1	NA	48.1	49.1	50	NA	NA	NA	r	un	un	NA	NA	NA	un	NA	NA	NA	2	NA	NA	NA	NA	NA	O	ND	ND	NA	NA	0	2004	NA	NA
1	BW	7920	878	acerRubr	NA	2000	NA	NA	NA	20	-200	6.1	4.3	26.1	-195.7	672001.1047	3983756.057	186.2328	5.7	6.5	NA	6.8	7.5	8.19	NA	NA	NA	NA	NA	un	r	NA	NA	r	NA	NA	NA	0	NA	NA	NA	NA	NA	O	ND	ND	NA	NA	0	NA	NA	NA
1	BW	7921	879	acerRubr	NA	2000	NA	NA	NA	20	-200	8.5	6	28.5	-194	672003.2419	3983758.077	185.928	2.4	2.5	NA	2.7	2.9	3.2	NA	NA	NA	NA	NA	un	n	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	NA	O	ND	ND	NA	NA	0	NA	NA	NA
1	BW	7922	880	acerRubr	NA	2000	NA	NA	NA	20	-200	9	5.6	29	-194.4	672003.7932	3983757.751	185.928	3.3	3.7	NA	3.7	3.9	3.95	NA	NA	NA	NA	NA	un	r	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	NA	O	ND	ND	NA	NA	0	NA	NA	NA
1	BW	7925	883	acerRubr	NA	2000	NA	NA	NA	20	-200	9.1	9.8	29.1	-190.2	672003.3018	3983761.924	185.928	8	8.5	NA	8.7	9.1	9.4	NA	NA	NA	NA	un	un	r	NA	NA	r	NA	NA	NA	0	NA	NA	NA	NA	NA	O	ND	ND	NA	NA	0	NA	NA	NA
1	BW	7927	885	acerRubr	NA	2000	NA	NA	NA	20	-200	7.8	7.7	27.8	-192.3	672002.3099	3983759.662	185.928	2.4	2.6	NA	2.8	3	3.2	NA	NA	NA	NA	NA	un	n	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	NA	O	ND	ND	NA	NA	0	NA	NA	NA
1	BW	7929	887	querRubr	NA	2000	NA	NA	NA	20	-200	6	9.8	26	-190.2	672000.2326	3983761.488	185.928	29.6	29.9	NA	30.1	30.4	30.62	NA	NA	NA	r	un	un	NA	NA	NA	un	NA	NA	NA	2	NA	NA	NA	NA	NA	E	ND	ND	NA	NA	0	2004	NA	NA
1	BW	7926	5558	acerRubr	NA	2000	NA	NA	NA	20	-200	8.2	8	28.2	-192	672002.6637	3983760.015	185.928	0.7	1	NA	1.2	1.44	1.55	NA	NA	NA	NA	NA	un	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	NA	O	ND	ND	NA	NA	0	NA	NA	NA
1	BW	10236	5559	acerRubr	NA	NA	2009	NA	NA	20	-200	8.2	2.5	28.2	-197.5	672003.4368	3983754.57	186.2328	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	NA	NA	O	ND	ND	NA	NA	NA	NA	NA	NA
1	BW	7920.1	6513	acerRubr	NA	NA	2006	NA	NA	20	-200	4.5	1	24.5	-199	671999.9844	3983752.564	186.2328	NA	NA	NA	NA	1.39	1.7	NA	NA	N	NA	NA	NA	NA	NA	NA	r	NA	NA	NA	0	NA	NA	NA	NA	NA	O	ND	ND	NA	NA	NA	NA	NA	NA
1	BW	12428	221	liquStyr	NA	2011	NA	NA	NA	-60	-190	4.5	9.4	-55.5	-180.6	671918.1923	3983759.537	180.1368	NA	NA	NA	NA	NA	NA	NA	12.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	1	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12430	278	acerRubr	NA	2011	NA	NA	NA	-60	-190	4.4	1.2	-55.6	-188.8	671919.2459	3983751.404	180.4416	NA	NA	NA	NA	NA	NA	NA	6.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12433	414	liquStyr	NA	2011	NA	NA	NA	-60	-190	0.7	8.8	-59.3	-181.2	671914.5144	3983758.409	180.1368	NA	NA	NA	NA	NA	NA	NA	5.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12401	601	acerRubr	1	2011	NA	NA	NA	-60	-190	4	3.5	-56	-186.5	671918.5266	3983753.625	180.4416	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12401.1	601	acerRubr	2	2011	NA	NA	NA	-60	-190	4	3.5	-56	-186.5	671918.5266	3983753.625	180.4416	NA	NA	NA	NA	NA	NA	NA	1.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12403	609	acerRubr	1	2011	NA	NA	NA	-60	-190	7	3.5	-53	-186.5	671921.4968	3983754.047	180.4416	NA	NA	NA	NA	NA	NA	NA	2.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12403.1	609	acerRubr	2	2011	NA	NA	NA	-60	-190	7	3.5	-53	-186.5	671921.4968	3983754.047	180.4416	NA	NA	NA	NA	NA	NA	NA	2.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12403.2	609	acerRubr	3	2011	NA	NA	NA	-60	-190	7	3.5	-53	-186.5	671921.4968	3983754.047	180.4416	NA	NA	NA	NA	NA	NA	NA	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12405	614	pinuTaed	NA	2011	NA	NA	NA	-60	-190	7.5	4	-52.5	-186	671921.9216	3983754.612	180.4416	NA	NA	NA	NA	NA	NA	NA	9.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	2	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12411	1496	pinuTaed	NA	2011	NA	NA	NA	-60	-190	9.8	3	-50.2	-187	671924.3393	3983753.945	180.4416	NA	NA	NA	NA	NA	NA	NA	2.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	n	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12417	1498	liquStyr	NA	2011	NA	NA	NA	-60	-190	9.6	1	-50.4	-189	671924.4224	3983751.937	180.4416	NA	NA	NA	NA	NA	NA	NA	3.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12424	1499	liquStyr	NA	2011	NA	NA	NA	-60	-190	6	8.3	-54	-181.7	671919.8321	3983758.659	180.4416	NA	NA	NA	NA	NA	NA	NA	6.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	1	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12418	1500	acerRubr	1	2011	NA	NA	NA	-60	-190	7.5	0.4	-52.5	-189.6	671922.4276	3983751.048	180.4416	NA	NA	NA	NA	NA	NA	NA	2.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12418.1	1500	acerRubr	2	2011	NA	NA	NA	-60	-190	7.5	0.4	-52.5	-189.6	671922.4276	3983751.048	180.4416	NA	NA	NA	NA	NA	NA	NA	2.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12418.2	1500	acerRubr	3	2011	NA	NA	NA	-60	-190	7.5	0.4	-52.5	-189.6	671922.4276	3983751.048	180.4416	NA	NA	NA	NA	NA	NA	NA	1.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12418.3	1500	acerRubr	4	2011	NA	NA	NA	-60	-190	7.5	0.4	-52.5	-189.6	671922.4276	3983751.048	180.4416	NA	NA	NA	NA	NA	NA	NA	2.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12426	1542	liquStyr	NA	2011	NA	NA	NA	-60	-190	6.5	8.6	-53.5	-181.4	671920.2849	3983759.026	180.4416	NA	NA	NA	NA	NA	NA	NA	5.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12423	1543	liquStyr	NA	2011	NA	NA	NA	-60	-190	9.5	0.8	-50.5	-189.2	671924.3515	3983751.725	180.4416	NA	NA	NA	NA	NA	NA	NA	4.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12400	1546	cornFlor	NA	2011	NA	NA	NA	-60	-190	0.8	2	-59.2	-188	671915.5692	3983751.69	180.4416	NA	NA	NA	NA	NA	NA	NA	3.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12412	1552	liquStyr	NA	2011	NA	NA	NA	-60	-190	8.8	2.1	-51.2	-187.9	671923.4757	3983752.914	180.4416	NA	NA	NA	NA	NA	NA	NA	1.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	n	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12420	1643	liquStyr	NA	2011	NA	NA	NA	-60	-190	7.2	0.7	-52.8	-189.3	671922.0884	3983751.303	180.4416	NA	NA	NA	NA	NA	NA	NA	6.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12398	1647	acerRubr	NA	2011	NA	NA	NA	-60	-190	0.6	0.2	-59.4	-189.8	671915.6242	3983749.88	180.7464	NA	NA	NA	NA	NA	NA	NA	4.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	1	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12407	1648	pinuTaed	NA	2011	NA	NA	NA	-60	-190	7.7	3.5	-52.3	-186.5	671922.1899	3983754.145	180.4416	NA	NA	NA	NA	NA	NA	NA	3.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12409	1654	acerRubr	1	2011	NA	NA	NA	-60	-190	8.5	5	-51.5	-185	671922.7711	3983755.743	180.4416	NA	NA	NA	NA	NA	NA	NA	2.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	1	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12409.1	1654	acerRubr	2	2011	NA	NA	NA	-60	-190	8.5	5	-51.5	-185	671922.7711	3983755.743	180.4416	NA	NA	NA	NA	NA	NA	NA	1.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12415	1656	liquStyr	1	2011	NA	NA	NA	-60	-190	8	0.5	-52	-189.5	671922.9086	3983751.217	180.4416	NA	NA	NA	NA	NA	NA	NA	9.2	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	1	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12415.1	1656	liquStyr	2	2011	NA	NA	NA	-60	-190	8	0.5	-52	-189.5	671922.9086	3983751.217	180.4416	NA	NA	NA	NA	NA	NA	NA	6.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12415.2	1656	liquStyr	3	2011	NA	NA	NA	-60	-190	8	0.5	-52	-189.5	671922.9086	3983751.217	180.4416	NA	NA	NA	NA	NA	NA	NA	6.14	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12406	4855	pinuTaed	NA	2011	NA	NA	NA	-60	-190	7.4	2.5	-52.6	-187.5	671922.0334	3983753.113	180.4416	NA	NA	NA	NA	NA	NA	NA	4.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12410	4856	acerRubr	1	2011	NA	NA	NA	-60	-190	8.6	7	-51.4	-183	671922.589	3983757.737	180.4416	NA	NA	NA	NA	NA	NA	NA	3.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	1	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12410.1	4856	acerRubr	2	2011	NA	NA	NA	-60	-190	8.5	7.1	-51.5	-182.9	671922.4759	3983757.822	180.4416	NA	NA	NA	NA	NA	NA	NA	2.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	1	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12410.2	4856	acerRubr	3	2011	NA	NA	NA	-60	-190	8.5	7.1	-51.5	-182.9	671922.4759	3983757.822	180.4416	NA	NA	NA	NA	NA	NA	NA	1.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12410.3	4856	acerRubr	4	2011	NA	NA	NA	-60	-190	8.3	7.3	-51.7	-182.7	671922.2498	3983757.992	180.4416	NA	NA	NA	NA	NA	NA	NA	2.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	1	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12410.4	4856	acerRubr	5	2011	NA	NA	NA	-60	-190	8.2	7.4	-51.8	-182.6	671922.1367	3983758.077	180.4416	NA	NA	NA	NA	NA	NA	NA	2.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12410.5	4856	acerRubr	6	2011	NA	NA	NA	-60	-190	8.1	7.5	-51.9	-182.5	671922.0237	3983758.162	180.4416	NA	NA	NA	NA	NA	NA	NA	2.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	1	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12413	4857	liquStyr	NA	2011	NA	NA	NA	-60	-190	7.5	7	-52.5	-183	671921.4999	3983757.582	180.4416	NA	NA	NA	NA	NA	NA	NA	1.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	n	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12416	4858	acerRubr	NA	2011	NA	NA	NA	-60	-190	7.5	6.6	-52.5	-183.4	671921.5561	3983757.186	180.4416	NA	NA	NA	NA	NA	NA	NA	2.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12419	4859	liquStyr	NA	2011	NA	NA	NA	-60	-190	9.2	0.4	-50.8	-189.6	671924.1107	3983751.287	180.4416	NA	NA	NA	NA	NA	NA	NA	3.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12421	4860	liquStyr	NA	2011	NA	NA	NA	-60	-190	6.5	0.3	-53.5	-189.7	671921.4516	3983750.808	180.4416	NA	NA	NA	NA	NA	NA	NA	4.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12422	4861	pinuTaed	NA	2011	NA	NA	NA	-60	-190	4.5	0.8	-55.5	-189.2	671919.4012	3983751.022	180.4416	NA	NA	NA	NA	NA	NA	NA	2.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	n	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12432	4862	ulmuAlat	1	2011	NA	NA	NA	-60	-190	0.6	9	-59.4	-181	671914.3873	3983758.593	180.1368	NA	NA	NA	NA	NA	NA	NA	16.58	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	1	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12432.1	4862	ulmuAlat	2	2011	NA	NA	NA	-60	-190	0.6	9	-59.4	-181	671914.3873	3983758.593	180.1368	NA	NA	NA	NA	NA	NA	NA	4.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12427	4863	acerRubr	1	2011	NA	NA	NA	-60	-190	0.7	6.5	-59.3	-183.5	671914.8377	3983756.132	180.4416	NA	NA	NA	NA	NA	NA	NA	10.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	1	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12427.1	4863	acerRubr	2	2011	NA	NA	NA	-60	-190	0.7	6.5	-59.3	-183.5	671914.8377	3983756.132	180.4416	NA	NA	NA	NA	NA	NA	NA	2.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12431	4864	ulmuAlat	NA	2011	NA	NA	NA	-60	-190	0.5	8	-59.5	-182	671914.4288	3983757.589	180.1368	NA	NA	NA	NA	NA	NA	NA	2.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	n	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12429	4872	prunSero	NA	2011	NA	NA	NA	-60	-190	0.5	8.6	-59.5	-181.4	671914.3445	3983758.183	180.1368	NA	NA	NA	NA	NA	NA	NA	3.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12425	4873	pinuTaed	NA	2011	NA	NA	NA	-60	-190	1.2	9.6	-58.8	-180.4	671914.897	3983759.271	180.1368	NA	NA	NA	NA	NA	NA	NA	52.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	r	NA	NA	NA	2	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12408	4874	liquStyr	NA	2011	NA	NA	NA	-60	-190	7.5	7.2	-52.5	-182.8	671921.4718	3983757.78	180.4416	NA	NA	NA	NA	NA	NA	NA	12.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	2	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12404	4875	acerRubr	NA	2011	NA	NA	NA	-60	-190	6	2	-54	-188	671920.7176	3983752.421	180.4416	NA	NA	NA	NA	NA	NA	NA	4.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	1	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12402	4876	acerRubr	NA	2011	NA	NA	NA	-60	-190	5	1.6	-55	-188.4	671919.7837	3983751.885	180.4416	NA	NA	NA	NA	NA	NA	NA	3.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	1	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12399	4877	fraxAmer	NA	2011	NA	NA	NA	-60	-190	2.3	1.5	-57.7	-188.5	671917.1246	3983751.406	180.4416	NA	NA	NA	NA	NA	NA	NA	6.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12397	4878	liquStyr	1	2011	NA	NA	NA	-60	-190	1.8	1.3	-58.2	-188.7	671916.6577	3983751.138	180.4416	NA	NA	NA	NA	NA	NA	NA	11.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	1	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12397.1	4878	liquStyr	2	2011	NA	NA	NA	-60	-190	1.8	1.3	-58.2	-188.7	671916.6577	3983751.138	180.4416	NA	NA	NA	NA	NA	NA	NA	5.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	1	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12394	502	acerRubr	1	2011	NA	NA	NA	-50	-190	8.5	8	-41.5	-182	671932.2501	3983760.119	181.356	NA	NA	NA	NA	NA	NA	NA	3.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12394.1	502	acerRubr	2	2011	NA	NA	NA	-50	-190	8.5	8	-41.5	-182	671932.2501	3983760.119	181.356	NA	NA	NA	NA	NA	NA	NA	3.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12394.2	502	acerRubr	3	2011	NA	NA	NA	-50	-190	8.5	8	-41.5	-182	671932.2501	3983760.119	181.356	NA	NA	NA	NA	NA	NA	NA	2.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12394.3	502	acerRubr	4	2011	NA	NA	NA	-50	-190	8.5	8	-41.5	-182	671932.2501	3983760.119	181.356	NA	NA	NA	NA	NA	NA	NA	2.6	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
1	BW	12394.4	502	acerRubr	5	2011	NA	NA	NA	-50	-190	8.5	8	-41.5	-182	671932.2501	3983760.119	181.356	NA	NA	NA	NA	NA	NA	NA	1.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	un	NA	NA	NA	0	NA	NA	NA	O	ND	NA	NA	ND	0	NA	NA	NA
